"track_name","artist_name","track_genre","artist_id","track_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","explicit"
"Double Bass","Gorillaz","Hip-Hop","3AA28KZvwAUcZuOKwyblJQ","6rlPa5vO2PV7bpVDz1SAG5",0.699,0.554,8,-10.546,1,0.108,0.0607,0.818,0.13,0.573,164.847,4,286933,FALSE
"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar","Hip-Hop","2YZyLoL8N0Wb9xBt1NhZWg","0Omhxcy38tjNxqVZshdfpf",0.658,0.535,9,-8.983,0,0.0573,0.0265,0,0.2,0.419,110.684,4,227360,TRUE
"Lonely","Akon","Hip-Hop","0z4gvV4rjIZ9wHck67ucSV","1UGMu0Tf5nmKoYIPPztbQQ",0.621,0.525,5,-7.873,0,0.0391,0.314,0,0.126,0.6,90.072,4,235800,TRUE
"Like I Love you","Justin Timberlake","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fu-Gee-La","Fugees","Hip-Hop","2WKdxPFRD7IqZvlIAvhMgY","3aoK1qcxOx6V6HSfL0rgWI",0.579,0.739,1,-7.249,1,0.208,0.000482,0,0.773,0.544,91.01,4,249686,FALSE
"Buggin' Out","A Tribe Called Quest","Hip-Hop","09hVIj6vWgoCDtT03h8ZCa","6GAemDMWAXa8wZOBkO1gar",0.887,0.419,10,-10.961,0,0.353,0.114,0.268,0.129,0.576,96.149,4,217466,FALSE
"Hail Mary","2Pac","Hip-Hop","1ZwdS5xdxEREPySFridCfh","7aysqt0WyH2xWwsOGqbRvt",0.865,0.705,10,-5.717,0,0.321,0.0594,0,0.0654,0.508,82.01,4,320333,TRUE
"Bad News","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","1nNPoG2hygEvrFGlHdhvJ9",0.749,0.436,9,-11.99,1,0.0393,0.0288,0.201,0.114,0.167,106.171,4,238773,FALSE
"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empire Ants","Gorillaz","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Always On Time","Ja Rule","Hip-Hop","1J2VVASYAamtQ3Bt8wGgA6","2lXJr5BkUPZpQUV2ZGN1Wv",0.832,0.699,5,-6.322,0,0.209,0.202,0,0.131,0.853,96.652,4,245866,TRUE
"Cali Love","Tyga","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Truth Hurts","Lizzo","Hip-Hop","56oDRnqbIiwx4mymNEv7dS","5qmq61DAAOUaW8AUo8xKhh",0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,4,173325,TRUE
"Organ Donor","DJ Shadow","Hip-Hop","5CE2IfdYZEQGIDsfiRm8SI","1NG2ztFpKGaVYysxAPNVcJ",0.59,0.59,1,-7.125,0,0.0319,0.892,0.738,0.184,0.89,106.133,4,117026,FALSE
"Ms. Fat Booty","Mos Def","Hip-Hop","0Mz5XE0kb1GBnbLQm2VbcO","0IVAlb0cFCH1cQ974iR1TU",0.782,0.589,1,-4.827,1,0.189,0.148,0,0.164,0.869,90.438,4,223546,TRUE
"Represent","Nas","Hip-Hop","20qISvAhX20dpIbOOzGK3q","4kxAgnWw4GKmqcuUiXn60o",0.708,0.832,1,-4.964,1,0.318,0.02,2.8e-06,0.189,0.618,92.428,4,252600,TRUE
"Push It","Salt-N-Pepa","Hip-Hop","7wqtxqI3eo7Gn1P7SpP6cQ","3nqK8b1KfafTvxHjnp9CFA",0.913,0.73,7,-6.852,1,0.0586,0.00457,0.00587,0.0635,0.965,127.243,4,268320,FALSE
"Gin And Juice","Snoop Dogg","Hip-Hop","7hJcb9fa4alzcOq3EaNPoG","1vSaNFuM9Fyt3h7v5qAXtc",0.683,0.792,7,-6.599,1,0.16,0.103,5.95e-05,0.478,0.398,94.631,4,211493,FALSE
"Waves (Robin Schulz Radio Edit)","Mr. Probz","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warning","The Notorious B.I.G.","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Life Goes On","2Pac","Hip-Hop","1ZwdS5xdxEREPySFridCfh","4NOrjLy0eR2fUQGzp99Ef0",0.693,0.843,7,-5.463,1,0.253,0.117,0,0.343,0.529,158.465,4,301600,TRUE
"Wet Dreamz","J. Cole","Hip-Hop","6l3HvQ5sa6mXTsMTB19rO5","4tqcoej1zPvwePZCzuAjJd",0.495,0.722,6,-8.108,0,0.357,0.0697,0,0.113,0.539,175.627,4,239266,TRUE
"What's My Name?","Rihanna","Hip-Hop","5pKCCKE2ajJHZ9KAiaK11H","5FTCKvxzqy72ceS4Ujux4N",0.692,0.786,2,-2.959,1,0.069,0.23,0,0.0797,0.583,100.025,4,263173,FALSE
"Purple Hills","D12","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Get Got","Death Grips","Hip-Hop","5RADpgYLOuS2ZxDq7ggYYH","781V2Y5LPtcpgONEOadadE",0.57,0.993,7,-3.757,1,0.337,0.00628,0.00796,0.0876,0.405,87,4,171866,TRUE
"Kill You","Eminem","Hip-Hop","7dGJo4pcD2V6oG8kP0tJRR","55tyosB2p2BRx1yEGG0V80",0.897,0.559,11,-8.268,1,0.379,0.155,0.000127,0.296,0.677,106.991,4,264400,TRUE
"Walk This Way","Run-D.M.C.","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wesley's Theory","Kendrick Lamar","Hip-Hop","2YZyLoL8N0Wb9xBt1NhZWg","3bfADkn4569mddf3NuIyKh",0.509,0.787,7,-6.754,1,0.265,0.359,2.76e-05,0.26,0.507,114.449,4,287360,TRUE
"Jail","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","0pZjPa9tKXRF3j4Y9IqhTJ",0.457,0.572,4,-6.739,1,0.0971,0.539,0.000277,0.0843,0.587,109.993,4,297000,FALSE
"U Remind Me","Usher","Hip-Hop","23zg3TcAtWQy7J6upgbUnj","2QsZVnbWVSjKMXK6K3uRBL",0.657,0.629,6,-4.938,1,0.0782,0.194,0,0.254,0.726,93.985,4,266893,FALSE
"Guilty Conscience","Eminem","Hip-Hop","7dGJo4pcD2V6oG8kP0tJRR","2iW8D4Vdy8lrOEBkYEJOzd",0.723,0.786,7,-5.094,1,0.313,0.0521,0,0.318,0.516,90.237,4,199333,TRUE
"Sure Shot","Beastie Boys","Hip-Hop","03r4iKL2g2442PT9n2UKsx","21REQ1bCUWphT2QK3bLWYQ",0.692,0.799,1,-7.924,1,0.164,0.388,0,0.301,0.549,97.978,4,199666,TRUE
"Wow.","Post Malone","Hip-Hop","246dkjvS1zLTtiykXe5h60","7xQAfvXzm3AkraOtGPWIZg",0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,4,149546,TRUE
"Hey Mama","Black Eyed Peas","Hip-Hop","1yxSLGMDHlW21z4YXirZDS","70hWOTDBrLrZUfMdQnTI9l",0.865,0.876,11,-6.339,0,0.241,0.106,1.16e-06,0.597,0.941,100.175,4,214893,TRUE
"Starshine","Gorillaz","Hip-Hop","3AA28KZvwAUcZuOKwyblJQ","6Acl07q1DvzOyEskfmgsdv",0.813,0.341,11,-14.411,0,0.0409,0.0654,0.69,0.0897,0.76,107.77,4,213546,FALSE
"The Seed (2.0)","The Roots","Hip-Hop","78xUyw6FkVZrRAtziFdtdu","6HxweNytuEQdmGeVtZPZz3",0.758,0.957,7,-2.281,1,0.0357,0.039,0,0.133,0.966,111.121,4,267933,TRUE
"You Got Me","The Roots","Hip-Hop","78xUyw6FkVZrRAtziFdtdu","2wl1JNFXNJm7kTWjHa5ETJ",0.729,0.51,11,-7.298,0,0.3,0.166,0,0.155,0.727,80.975,4,259306,TRUE
"The Genesis","Nas","Hip-Hop","20qISvAhX20dpIbOOzGK3q","5FZ8vmnXffcXa1LGjfr8db",0.613,0.899,1,-4.669,1,0.432,0.45,0,0.422,0.926,98.158,4,105320,TRUE
"I Like It","Cardi B","Hip-Hop","4kYSro6naA4h99UJvo89HB","58q2HKrzhC3ozto2nDdN4z",0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,4,253390,TRUE
"Praise God","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","32ZGcotUVtU3Zfz9lmM8Mi",0.801,0.558,1,-6.443,1,0.153,0.00873,9.51e-05,0.248,0.227,118.064,4,226652,FALSE
"Birthday Sex","Jeremih","Hip-Hop","3KV3p5EY4AvKxOlhGHORLg","16XNk3bVCSHXN1rlwbXtHb",0.677,0.523,7,-5.603,0,0.0439,0.295,0,0.15,0.446,60.019,4,226506,FALSE
"yeah right","Joji","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Day 'n' Nite (Nightmare)","Kid Cudi","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ghost Town","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","7vgTNTaEz3CsBZ1N4YQalM",0.573,0.545,7,-4.247,0,0.0288,0.0969,0,0.329,0.297,83.378,4,271386,TRUE
"LOCATION","Khalid","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gasolina","Daddy Yankee","Hip-Hop","4VMYDCV2IEDYJArk749S6m","228BxWXUYQPJrJYHDLOHkj",0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,4,192600,FALSE
"Nice For What","Drake","Hip-Hop","3TVXtAsR1Inumwj472S9r4","3CA9pLiwRIGtUBiMjbZmRw",0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,4,210746,TRUE
"good kid","Kendrick Lamar","Hip-Hop","2YZyLoL8N0Wb9xBt1NhZWg","6ziDhQlFDOoMtXfni7xSIz",0.451,0.831,5,-8.641,0,0.307,0.0623,0,0.185,0.41,176.162,4,214120,TRUE
"SICKO MODE","Travis Scott","Hip-Hop","0Y5tJX1MQlPlqiwlOH1tJY","2xLMifQCjDGFmkHkpNLD9h",0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4,312820,TRUE
"Heartbeat","Childish Gambino","Hip-Hop","73sIBHcqh3Z3NyqHKZ7FOL","3WWAvWDBQANpJeNbvVbjMg",0.8,0.545,1,-7.002,0,0.126,0.00373,0.000507,0.0445,0.292,119.965,4,269840,TRUE
"Frontier Psychiatrist","The Avalanches","Hip-Hop","3C8RpaI3Go0yFF9whvKoED","3mPJHVpCvzykoxmWnYdnFq",0.712,0.902,6,-7.426,1,0.355,0.114,0.000216,0.394,0.402,98.938,4,287693,FALSE
"Partition","Beyoncé","Hip-Hop","6vWDO969PvNqNYHIOW5v0m","5hgnY0mVcVetszbb85qeDg",0.412,0.441,11,-11.523,0,0.291,0.0296,0.0726,0.306,0.174,185.571,4,319466,TRUE
"Girl on Fire","Alicia Keys","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ignition (Remix)","R. Kelly","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Die For You","The Weeknd","Hip-Hop","1Xyo4u8uXC1ZmMpatF05PJ","2Ch7LmS7r2Gy2kc64wv3Bz",0.582,0.525,1,-7.163,0,0.0627,0.111,0,0.134,0.51,133.249,4,260253,FALSE
"Check the Rhime","A Tribe Called Quest","Hip-Hop","09hVIj6vWgoCDtT03h8ZCa","4HfxDJ0uLHTLe0fZrx0MbQ",0.881,0.361,11,-14.728,0,0.237,0.0502,0.00458,0.246,0.799,96.43,4,216693,FALSE
"I Got 5 On It","Luniz","Hip-Hop","3z3g65U7mmyyBmmDfsQK9x","4IYKjN1DrYzxKXt0umJqsG",0.6,0.706,10,-7.899,0,0.361,0.209,0,0.125,0.58,173.926,4,253533,FALSE
"Crazy In Love (feat. Jay-Z)","Beyoncé","Hip-Hop","6vWDO969PvNqNYHIOW5v0m","5IVuqXILoxVWvWEPm82Jxr",0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,4,236133,FALSE
"Because I Got High","Afroman","Hip-Hop","4Icvbp9RDt5aY2TWDOVDsr","0rRboI6IRuGx56Dq3UdYY4",0.802,0.341,7,-8.56,1,0.488,0.169,0,0.0783,0.849,166.01,4,197760,TRUE
"Reborn","Kids See Ghosts","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Headlines","Drake","Hip-Hop","3TVXtAsR1Inumwj472S9r4","6LxSe8YmdPxy095Ux6znaQ",0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,4,235986,TRUE
"White America","Eminem","Hip-Hop","7dGJo4pcD2V6oG8kP0tJRR","15qrWkkYCfmtu1uRpGf48L",0.558,0.615,1,-5.641,1,0.229,0.0103,0,0.105,0.16,76.673,4,324546,TRUE
"Time of Our Lives","Pitbull","Hip-Hop","0TnOYISbd1XYRBk9myaseg","1QhkBwWaOqP4xeqMP4OWoZ",0.72,0.802,1,-5.797,1,0.0582,0.0921,0,0.694,0.723,124.043,4,229360,TRUE
"Solo Dolo (Nightmare)","Kid Cudi","Hip-Hop","0fA0VVWsXO9YnASrzqfmYu","2EHEQx2avP1fNBLJf5UGYy",0.768,0.449,7,-7.569,0,0.029,0.518,0.000463,0.136,0.614,79.12,4,266306,TRUE
"Same Love (feat. Mary Lambert)","Macklemore & Ryan Lewis","Hip-Hop","5BcAKTbp20cv7tC5VqPFoC","5Ln2Xz1YeO34uWhsjdY7bk",0.618,0.475,8,-9.05,1,0.165,0.718,2.33e-05,0.0994,0.313,84.964,4,320034,FALSE
"OMG (feat. will.i.am)","Usher","Hip-Hop","23zg3TcAtWQy7J6upgbUnj","1bM50INir8voAkVoKuvEUI",0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,4,269493,FALSE
"Young'n","Fabolous","Hip-Hop","0YWxKQj2Go9CGHCp77UOyy","0jdkdbnRwNVHJQ6zL84pQs",0.933,0.728,7,-5.902,1,0.148,0.326,8.55e-06,0.0717,0.898,108.994,4,206400,TRUE
"Let's Get Retarded","Black Eyed Peas","Hip-Hop","1yxSLGMDHlW21z4YXirZDS","0AnSLxClEuLksOSiIYHm4G",0.92,0.692,7,-4.376,1,0.211,0.0782,0,0.11,0.633,105.017,4,215920,FALSE
"Black Widow","Iggy Azalea","Hip-Hop","5yG7ZAZafVaAlMTeBybKAL","1SPEWkIdcAgiIfnXbDi7zS",0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,4,209423,TRUE
"Wind It Up","Gwen Stefani","Hip-Hop","4yiQZ8tQPux8cPriYMWUFP","3sY5uzQVWMvtHaW6mKwq0l",0.961,0.9,8,-6.874,1,0.0678,0.309,0.000199,0.354,0.95,120.006,4,189586,FALSE
"Baby Got Back","Sir Mix-A-Lot","Hip-Hop","3TQ9JTBI2n2hfo7aRONEYV","4AqFIsP3RDnGRX9Bi81D9P",0.932,0.669,1,-11.264,1,0.303,0.00538,1.29e-06,0.0676,0.629,128.477,4,262720,FALSE
"Cinderella Man","Eminem","Hip-Hop","7dGJo4pcD2V6oG8kP0tJRR","2sTjfPFi1UthRs8qwaqMwB",0.682,0.909,8,-3.411,1,0.201,0.233,0,0.0821,0.685,85.994,4,279013,TRUE
"Slow Country","Gorillaz","Hip-Hop","3AA28KZvwAUcZuOKwyblJQ","2VX5J8lHfBjlcY4xU3TqtA",0.638,0.62,9,-6.681,1,0.0366,0.191,0.411,0.0945,0.353,143.714,4,217493,FALSE
"How We Do","The Game","Hip-Hop","0NbfKEOTQCcwd6o7wSDOHI","4PmMVdIFpJTB9WQbmILf4p",0.862,0.648,4,-7.401,0,0.251,0.0455,0,0.0332,0.637,98.012,4,235533,TRUE
"Drunk","Ed Sheeran","Hip-Hop","6eUKZXaKkcviH0Ku9w2n3V","0B14hEVWuos2NRdgVUpKtP",0.733,0.652,7,-9.101,1,0.0696,0.419,2.37e-06,0.521,0.459,99.998,4,200093,FALSE
"Creep","TLC","Hip-Hop","0TImkz4nPqjegtVSMZnMRq","1aWV3uY3SIEZVbmv45oFWS",0.811,0.458,5,-9.688,0,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,4,268533,FALSE
"Panda","Desiigner","Hip-Hop","7pFeBzX627ff0VnN6bxPR4","5YEOzOojehCqxGQCcQiyR4",0.576,0.766,10,-4.943,0,0.449,0.028,1.68e-06,0.366,0.236,144.833,4,246761,TRUE
"I Love College","Asher Roth","Hip-Hop","1wgY8huggK60P5nvYrwcYT","6PXQNYLW3Y9HpTOYEt7sr7",0.713,0.826,8,-4.075,1,0.243,0.0897,0,0.421,0.664,86.444,4,241933,TRUE
"Goosebumps","Travis Scott","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Follow God","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","2QpGZOhTCHHiKmpSO9FW4h",0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,4,104591,FALSE
"Drunk in Love","Beyoncé","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amazing","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","0m3Ze0cy8qBHSsV2exAfCw",0.588,0.554,8,-8.406,1,0.0545,0.216,0.118,0.0619,0.496,146.133,4,238333,FALSE
"Rack City","Tyga","Hip-Hop","5LHRHt1k9lMyONurDHEdrp","7rPLYmabWMobWhoIqZe6rh",0.93,0.332,1,-10.929,1,0.359,0.0434,3.67e-05,0.122,0.255,98.966,4,208440,TRUE
"Sexy Love","Ne-Yo","Hip-Hop","21E3waRsmPlU7jZsS13rcj","7lk31YBNZcUU4CjhRBZ4jz",0.686,0.599,8,-4.487,1,0.0512,0.311,6.41e-05,0.065,0.401,94.014,4,220853,FALSE
"Beautiful","Akon","Hip-Hop","0z4gvV4rjIZ9wHck67ucSV","17J6MhWD13SYC6LcAiCtgM",0.74,0.945,0,-4.442,0,0.0889,0.123,0,0.112,0.629,130.015,4,312986,FALSE
"25 to Life","Eminem","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa Parks","Outkast","Hip-Hop","1G9G7WwrXka3Z1r7aIDjI7","0shK5iZQppbHPQYiy60xs9",0.792,0.701,6,-7.198,0,0.283,0.105,0,0.761,0.251,103.89,4,324373,TRUE
"The Light","Common","Hip-Hop","2GHclqNVjqGuiE5mA7BEoc","44206XBENZfnYmHkA9Vsf6",0.618,0.601,11,-9.973,0,0.394,0.774,0,0.712,0.62,97.363,4,349679,FALSE
"Ch-Check It Out","Beastie Boys","Hip-Hop","03r4iKL2g2442PT9n2UKsx","4hxw7Js3F9BY6oxaG4Obxb",0.795,0.898,1,-7.028,1,0.301,0.0707,0,0.0847,0.672,115.044,4,192426,TRUE
"Pirate Jet","Gorillaz","Hip-Hop","3AA28KZvwAUcZuOKwyblJQ","0xSF7iHZQxaZYMAiBfobms",0.664,0.576,10,-7.009,0,0.0368,0.0056,0.019,0.438,0.216,91.977,4,152453,FALSE
"I'll Fly Away","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","6MgGapP3EPFm9kYUvYBTZR",0.239,0.25,6,-11.414,1,0.0289,0.76,0,0.124,0.564,172.338,4,69706,TRUE
"The Calm","Drake","Hip-Hop","3TVXtAsR1Inumwj472S9r4","71tHNdPFrCNiulvoKzeEuk",0.468,0.782,11,-8.303,0,0.898,0.812,1.79e-05,0.107,0.24,159.621,4,243720,FALSE
"Collard Greens","ScHoolboy Q","Hip-Hop","5IcR3N7QB1j6KBL8eImZ8m","0zO8ctW0UiuOefR87OeJOZ",0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954,4,299960,TRUE
"Gravel Pit","Wu-Tang Clan","Hip-Hop","34EP7KEpOjXcM2TCat1ISk","6VWIznKmAzqd0fbfmTqCKm",0.785,0.727,7,-7.364,1,0.253,0.278,0,0.133,0.536,120.951,4,244226,FALSE
"I'm in It","Kanye West","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dirrty","Christina Aguilera","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Magnolia","Playboi Carti","Hip-Hop","699OTQXzgjhIYAHMy9RyPD","1e1JKLEDKP7hEQzJfNAgPl",0.791,0.582,11,-7.323,0,0.286,0.0114,0,0.35,0.443,162.991,4,181812,TRUE
"Family Business","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","5DBmXF7QO43Cuy9yqva116",0.744,0.524,1,-7.452,1,0.21,0.139,0,0.392,0.606,93.691,4,278893,TRUE
"u","Kendrick Lamar","Hip-Hop","2YZyLoL8N0Wb9xBt1NhZWg","7iVC68z9TYxNpFCQfs6TUE",0.406,0.798,11,-5.585,0,0.432,0.26,0,0.461,0.58,71.547,4,268493,TRUE
"Handlebars","Flobots","Hip-Hop","0rHiOzaAbw3cCp8D7yjyig","5jmfZtMkwfy1dL1OLtt3Zy",0.702,0.569,5,-7.138,1,0.103,0.0211,0,0.101,0.546,141.92,4,206826,FALSE
"The Show Goes On","Lupe Fiasco","Hip-Hop","01QTIT5P1pFP3QnnFSdsJf","3RuyJMim9bt3uhbAPd38xJ",0.625,0.856,7,-4.872,1,0.121,0.0388,0,0.163,0.577,143.116,4,236666,FALSE
"I Fall Apart","Post Malone","Hip-Hop","246dkjvS1zLTtiykXe5h60","6ZdQdhzevxGJ27YQozoI9V",0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.946,4,223346,TRUE
"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber","Hip-Hop","1uNFoZAHBGtllmzznpCI3s","2vxifWbsK3QiAy1vriVbNE",0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,4,198081,TRUE
"This Is How We Do It","Montell Jordan","Hip-Hop","0iVrCROxeyon7MZUW3MfzT","1poBO3pO6fkqPYG6n8J5cX",0.775,0.606,0,-9.86,1,0.12,0.042,0,0.523,0.788,103.648,4,277293,TRUE
"These Walls","Kendrick Lamar","Hip-Hop","2YZyLoL8N0Wb9xBt1NhZWg","7grlZyuGxtz5uWBNJ7aCmO",0.752,0.489,1,-5.233,1,0.137,0.11,3.57e-06,0.202,0.373,108.005,4,300973,TRUE
"Young Dumb & Broke","Khalid","Hip-Hop","6LuN9FCkKOj5PcnpouEgny","2sj7pVJtxpfQ5dvlYB37uX",0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,4,202546,FALSE
"In My Feelings","Drake","Hip-Hop","3TVXtAsR1Inumwj472S9r4","2G7V7zsVDxg1yRsu7Ew9RJ",0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,4,217925,TRUE
"Washing Machine Heart","Mitski","Hip-Hop","2uYWxilOVlUdk4oV9DvwqK","3jjsRKEsF42ccXf8kWR3nu",0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,4,128198,FALSE
"Pt. 2","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","1Wsbr1d2BouNGk2q92mIj7",0.674,0.752,11,-4.073,1,0.333,0.552,0,0.787,0.236,145.076,4,130293,TRUE
"Life's a Bitch","Nas","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doomsday","MF DOOM","Hip-Hop","2pAWfrd7WFF3XhVt9GooDL","7lT1dCz96jANsLAAADlfIg",0.856,0.841,6,-7.737,0,0.335,0.0977,0,0.0773,0.794,95.418,4,298053,TRUE
"Juice","Lizzo","Hip-Hop","56oDRnqbIiwx4mymNEv7dS","6EMWT7sZBvG0oxdh9KXbb4",0.767,0.889,7,-2.988,1,0.0963,0.00611,0,0.402,0.843,119.93,4,195144,TRUE
"Da Mystery of Chessboxin'","Wu-Tang Clan","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"In My Dreams (Cudder Anthem)","Kid Cudi","Hip-Hop","0fA0VVWsXO9YnASrzqfmYu","3Xm9jQDd8my7ui5DUtEHYf",0.65,0.417,2,-12.413,0,0.0574,0.286,3.31e-05,0.104,0.475,98.415,4,199000,TRUE
"You Right","Doja Cat","Hip-Hop","5cj0lLjcoR7YOSnhnX0Po5","7Me3GKpQyEsHwS9xnOrUgM",0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4,186173,TRUE
"Mood (feat. iann dior)","24kgoldn","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roses","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","2DHNCWZYmVr1Lv08q5b0kB",0.723,0.465,3,-6.454,0,0.0952,0.259,2.7e-05,0.108,0.513,97.702,4,245866,TRUE
"Method Man","Wu-Tang Clan","Hip-Hop","34EP7KEpOjXcM2TCat1ISk","64iXC6MhWoYGT6zo76eF5d",0.891,0.677,11,-6.767,0,0.177,0.0227,0.000733,0.144,0.569,101.575,4,300253,FALSE
"All Mine","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","3U21A07gAloCc4P7J8rxcn",0.925,0.31,11,-6.531,0,0.291,0.123,0,0.0931,0.291,121.927,4,145506,TRUE
"If I Can't","50 Cent","Hip-Hop","3q7HBObVc0L8jNeTe5Gofh","3cB8qi0vaSH6mXMAyqwwRH",0.892,0.631,11,-2.522,0,0.302,0.244,0,0.0235,0.838,93.975,4,196640,TRUE
"Gimme the Loot","The Notorious B.I.G.","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Successful","Drake","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moon","Kanye West","Hip-Hop","5K4W6rqBFWDnAN6FQUkS6x","0tffNoL4418lhzZmJJFNB7",0.443,0.236,5,-9.643,1,0.03,0.898,1.45e-05,0.271,0.256,66.296,3,156091,FALSE
"Moonlight","xxxtentacion","Hip-Hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherane a.k.a Master Splinter’s Daughter","Kendrick Lamar","Hip-Hop","2YZyLoL8N0Wb9xBt1NhZWg","68bPCu5uDE8bwwKMBiBUii",0.503,0.508,10,-11.094,0,0.52,0.486,0.0102,0.124,0.317,81.908,4,273640,TRUE
"Snitch","Obie Trice","Hip-Hop","2XnnxQzxFZG8qEPjakokPM","02rlDATSROFtjqmvs1dBKr",0.781,0.807,0,-5.574,1,0.261,0.0524,0,0.122,0.605,90.008,4,241253,TRUE
